,Ruth,Ruth
,min,min
,préférée,preferred
,perdez,lose
,plaque,plaque
,espion,spy
,connue,known
,eaux,waters
,deviennent,become
,emporter,to take with
,Gary,Gary
,cruel,cruel
,citoyens,citizens
,von,von
,tension,voltage
,ranch,ranch
,Karen,Karen
,business,business
,your,yur
,organiser,to organise
,étonne,surprised
,terroristes,terrorist
,that,THAT
,micro,microphone
,ordure,junk
,léger,light
,température,temperature
,unités,units
,populaire,popular
,joueurs,players
,beth,beast
,vincent,vincent
,voies,pathways
,regardais,watched
,saloperie,slope
,traverse,cross
,intelligence,intelligence
,expériences,experiences
,Miami,Miami
,opérations,operations
,santa,santa
,arrange,arrange
,dragon,dragon
,sûrs,sure
,enterrer,bury
,pouviez,might
,craindre,to fear
,mortel,deadly
,issue,exit
,demeure,remains
,mouche,fly
,donna,given
,octobre,October
,commandé,order
,passeport,passport
,dés,from
,couronne,Crown
,oublierai,forget
,accusation,charge
,procédure,procedure
,rendez,set
,objection,objection
,retourné,return
,relax,Relax
,publique,public
,appart,appart
,imagines,imagines
,jouent,are playing
,inde,India
,travaillent,working
,essaies,try
,Lincoln,Lincoln
,psy,psychic
,Vince,Vince
,manuel,manual
,étranges,strange
,apres,after
,nombreuses,many
,crainte,fear
,fit,fit
,asile,asylum
,cherchait,sought
,branche,plugged
,groupes,groups
,white,WHITE
,hop,hop
,tradition,tradition
,sel,salt
,centrale,central
,déçu,disappointed
,tentative,attempt
,négatif,negative
,autorités,authorities
,buter,abut
,connerie,bullshit
,proposé,offers
,manières,manners
,plaindre,complain
,employé,employee
,blessée,injured
,influence,affecting
,forcer,force
,bonté,goodness
,Marcus,Marcus
,CIA,Cia
,sauvages,savory
,personnelle,personal
,couvre,cover
,coucou,Cuckoo
,audience,audience
,out,out
,savaient,knew
,entretien,maintenance
,bouffer,eat
,ouai,yeah
,impressionnant,impressive
,acier,steel
,renvoyer,dismiss
,salade,salad
,collègues,colleagues
,chefs,heads
,guérir,to cure
,entendue,heard
,sœurs,sisters
,êtait,was
,semblent,appear
,participer,to participate
,coule,pour
,dépasse,outrun
,réunis,gathered
,plairait,would please
,enlevez,remove
,trompes,troop
,résister,resist
,technologie,technology
,patrie,country
,conséquences,consequences
,Margaret,Margaret
,cousine,cousin
,habits,clothes
,splendide,gorgeous
,Ross,Ross
,pipe,smoking pipe
,abattu,beaten down
,cran,cran
,nue,naked
,tuyau,pipe
,accueillir,to welcome
,découverte,discovery
,arracher,to tear out
,régime,diet
,reçoit,receives
,album,album
,levez,raise
,piqué,dive
,original,original
,remise,delivery
,allume,alight
,promotion,promotion
,juan,Juan
,examiner,examine
,franc,franc
,filé,line
,éteint,off
,canapé,sofa
,commander,order
,dessin,design
,guère,hardly
,interroger,interrogate
,oscar,Oscar
,paraître,appear
,découvre,discover
,département,department
,vise,aims
,obéir,to obey
,renforts,reinforcement
,lily,lily
,événements,events
,innocents,innocent
,ç,vs
,organisé,organized
,sain,healthy
,devras,DEVRAS
,reprends,resume
,goutte,drop
,cole,cole
,souffert,suffered
,excitant,exciting
,façons,manners
,saurai,Saurai
,charlotte,charlotte
,sou,penny
,réveil,awakening
,ken,Ken
,benny,benny
,usa,USA
,volée,stolen
,préférerais,prefer
,suprême,supreme
,tarte,tart
,changent,change
,revienne,come back
,solitaire,solitary
,cravate,tie
,rocky,rocky
,vérifiez,check
,ose,dare
,souper,supper
,événement,event
,remarque,remark
,chevalier,knight
,suffisamment,enough
,charger,load
,produire,produce
,repris,taken back
,record,record
,carol,carol
,williams,Williams
,jo,OJ
,préparez,prepare
,garce,bitch
,mêle,mingle
,étape,stage
,motel,motel
,pro,pro
,autorisé,authorized
,principale,main
,clinique,clinical
,devenus,become
,italie,Italy
,intéressante,interesting
,jonathan,jonathan
,abattre,tear down
,ère,time
,invisible,invisible
,dégâts,damage
,clark,clark
,élever,raise
,suggère,suggest
,rigole,laugh
,dent,tooth
,éclater,to burst
,tabac,tobacco
,disques,discs
,manquait,lacked
,contacter,contact
,valait,worth
,fusils,rifles
,émotions,emotions
,queje,that I
,publicité,advertising
,simples,simple
,éléments,elements
,exception,exception
,sincère,sincere
,rattraper,catch up
,efficace,effective
,éteindre,switch off
,linge,laundry
,goûter,to taste
,nathan,nathan
,possibilité,possibility
,canard,duck
,marqué,Mark
,caporal,corporal
,déplacer,to move
,devrez,will need
,morale,moral
,insiste,insists
,katie,katie
,parking,car park
,identifier,identify
,pouvaient,could
,personnages,characters
,cabane,hut
,intéressé,interested
,stylo,pen
,adoré,adored
,attaché,attached
,cri,shout
,kg,kg
,angle,angle
,séparés,separated
,traîne,dragged
,instinct,instinct
,déclaré,declared
,sire,sire
,pleut,raw
,séjour,stay
,ordures,garbage
,Raymond,Raymond
,délire,delirium
,pires,worst
,rumeurs,rumors
,fauteuil,armchair
,coûté,cost
,adjoint,deputy
,Stephen,Stephen
,collègue,coworker
,one,one
,poches,pockets
,novembre,November
,illégal,illegal
,restons,stay
,bonhomme,fellow
,appuie,repute
,difficiles,harsh
,laissera,leave
,courte,short
,lâ,the
,tuent,kill
,lot,lot
,levé,survey
,seules,only
,vivez,live
,personnalité,personality
,leo,leo
,scandale,scandal
,conclu,concluded
,frigo,fridge
,admire,admire
,aïe,Ouch
,tragédie,tragedy
,oblige,obligatory
,commandes,orders
,pénis,penis
,boue,mud
,dettes,debt
,enseigne,teaches
,obscurité,darkness
,pages,pages
,chapitre,chapter
,violent,violent
,signature,signature
,conseille,advise
,vendeur,seller
,visages,faces
,rarement,rarely
,essayait,was trying
,serré,greenhouse
,mères,mothers
,tels,such
,halte,stop
,collection,collection
,désastre,disaster
,noix,nuts
,mourra,mourra
,rejoins,join
,reconnaissance,acknowledgement
,blagues,jokes
,duke,duke
,méthode,method
,bienvenu,welcome
,donnait,gave
,gratuit,free
,boîtes,boxes
,marches,pride
,Brooklyn,Brooklyn
,valises,suitcases
,enfermé,shut in
,gants,gloves
,rompu,broken
,coïncidence,coincidence
,vilain,ugly
,poing,fist
,britannique,British
,dispute,dispute
,trahison,treason
,téléphoné,telephone
,août,August
,feuilles,sheets
,quatrième,fourth
,révérend,reverend
,censée,supposed
,devaient,were to
,placé,square
,ténèbres,darkness
,enfui,fled
,impliqué,implied
,vire,fired
,pilules,pills
,préfères,preferred
,for,for
,population,population
,manges,eat
,pleuré,cry
,chasseur,hunter
,livraison,delivery
,reprend,resumes
,emporte,wanted
,louer,to rent
,mette,put
,bizarres,bizarre
,torture,torture
,remarquable,remarkable
,termes,terms
,journalistes,journalists
,honnêtement,honestly
,câble,cable
,longs,long
,estime,valued
,démons,demons
,impôts,tax
,massacre,massacre
,pomme,Apple
,autoroute,highway
,sociale,social
,moyenne,mean
,ingénieur,engineer
,doug,Doug
,péchés,sins
,laissent,leave
,tarder,delay
,divine,Divine
,éloigner,remove
,clan,clan
,obligée,obliged
,xena,xena
,merveille,wonder
,concentrer,focus
,venons,come
,opéra,opera
,oxygène,oxygen
,sexuel,sexual
,industrie,industry
,aimerai,would like
,z,z
,sortons,let's go out
,accent,accent
,lawrence,Lawrence
,gris,Grey
,sean,sean
,mesures,measures
,batterie,drums
,toast,toast
,postes,posts
,communication,communication
,manche,handle
,grandir,to grow
,banques,banks
,tonnes,tons
,gentleman,gentleman
,zut,Damn
,numéros,numbers
,officiel,official
,chariot,cart
,otages,hostages
,prime,premium
,poésie,poetry
,annuler,to cancel
,jersey,Jersey
,chagrin,grief
,ellen,ellen
,déconne,disconnect
,fabuleux,fabulous
,dennis,Dennis
,complexe,complex
,trafic,traffic
,trouille,funk
,us,US
,débrouiller,get off
,commencent,begin
,cinquante,fifty
,vraies,true
,discute,discuss
,communiste,Communist
,francs,francs
,sacrifice,sacrifice
,française,French
,foie,liver
,statue,statue
,résistance,resistance
,mettra,put
,volontiers,gladly
,drogues,drugs
,cercueil,coffin
,pendu,hanged
,ignorer,ignore
,tireur,shooter
,eut,east
,piquer,sting
,creuser,to dig
,médaille,medal
,crée,created
,équipement,equipment
,phase,phase
,chaos,chaos
,salue,greeted
,survie,survival
,défi,challenge
,trouvés,found
,rencontrée,met
,boum,boom
,longues,long
,telles,such
,arriverai,arrive
,gâché,spoils
,harris,harris
,brigade,brigade
,fiers,proud
,ennuyeux,boring
,cieux,heavens
,contient,contains
,aile,wing
,oignons,onions
,vaches,cows
,sensation,sensation
,chanceux,fortunate
,angela,Angela
,gamine,gamin
,cooper,cooperate
,cessé,ceased
,tina,tina
,ressemblait,looked like
,plante,plant
,scènes,scenes
,solitude,solitude
,activité,activity
,mobile,mobile
,principe,principle
,rejoint,joined
,économie,economy
,armés,armed
,plastique,plastic
,regardent,look
,chant,singing
,verte,green
,couru,rank
,regardait,watched
,ford,ford
,besoins,needs
,terroriste,terrorist
,assister,to assist
,bail,lease
,roue,wheel
,putes,whores
,sachez,know
,harold,Harold
,amenez,bring
,génération,generation
,causé,caused
,entraîneur,coach
,rigoles,rag
,amanda,amanda
,présenté,present
,trompez,deceive
,mordu,bitten
,vampire,vampire
,jacques,jacques
,fans,fans
,bourré,stuffed
,éliminer,eliminate
,enfoirés,bastard
,freddy,freddy
,bloc,block
,pourvu,providing
,décisions,decisions
,eve,Eve
,jacob,jacob
,symbole,symbol
,croirait,herself
,sagesse,wisdom
,politiques,policies
,taux,rate
,nègre,Negro
,jetez,throw
,malédiction,curse
,masse,mass
,phrase,phrasing
,pompes,pumps
,reconnaissant,grateful
,pension,pension
,renoncer,to renouncer
,sexuelle,sexual
,regardant,looked
,ordonne,ordered
,four,oven
,règne,reign
,saut,jump
,terreur,terror
,avaler,swallow
,ongles,nail
,pratiquement,virtually
,laissons,let
,jalouse,jealous
,outils,tools
,espérer,hope
,tueurs,killers
,terriblement,terribly
,charité,charity
,prêtes,ready
,écriture,writing
,oublies,forgotten
,adorent,worship
,etje,and I
,luxe,luxury
,irez,IREZ
,ambassadeur,ambassador
,bush,bush
,arrêtera,stop
,informer,inform
,orage,thunderstorm
,revenus,income
,pisse,piss
,renvoyé,returned
,sachant,knowing
,tombes,fallen down
,rois,kings
,époux,husband
,accueil,Home
,relève,relieving
,judy,judy
,aidez,help
,môme,mome
,diego,Diego
,atmosphère,atmosphere
,routes,roads
,ravissante,ravishing
,coach,coach
,ennui,boredom
,suffisant,sufficient
,poème,poem
,jouets,toys
,jennifer,jennifer
,usage,use
,prières,prayers
,revue,review
,adaptation,adaptation
,suffira,suffice
,collège,middle School
,singes,monkeys
,otage,hostage
,apprécier,appreciate
,diplôme,diploma
,bâtard,bastard
,destination,destination
,analyse,to analyse
,caroline,caroline
,demandent,ask
,décembre,December
,côtes,ribs
,casier,locker
,fermes,farms
,patrouille,patrol
,royal,royal
,tit,tit
,mérites,merits
,texte,text
,jusque,until
,tigre,tiger
,çà,that
,be,be
,médical,medical
,ieur,IEUR
,svp,please
,ron,ron
,pouce,thumb
,plaisantez,pleasing
,requin,shark
,essentiel,essential
,espèces,species
,fruit,fruit
,came,cam
,cesser,to cease
,allen,allen
,teddy,teddy
,annulé,canceled
,dangereuse,dangerous
,poète,poet
,nanas,nanas
,tiendra,will hold
,emmenez,take
,passerai,pass
,automne,fall
,habillé,dressed
,guerrier,warrior
,pique,pique
,savon,soap
,satisfait,satisfied
,sépare,separate
,agi,ache
,ordonné,ordered
,serre,tight
,neil,Neil
,cassée,broken
,deviez,be sure
,arts,arts
,ramasser,to pick up
,anthony,anthony
,baisser,to lower
,pirates,pirate
,avertir,to warn
,menacé,threatens
,so,soy
,détendre,loosen
,rembourser,refund
,fabrique,made
,métal,metal
,expliqué,Explain
,lecture,reading
,josh,Josh
,attire,attracted
,carrément,downright
,irons,irons
,mere,mother
,combats,fighting
,pensons,think
,mélange,mixed
,travaillais,worked
,syndicat,union
,queique,quibble
,indice,index
,marines,marine
,enverrai,send
,hill,hill
,processus,process
,joint,joint
,ouvriers,workers
,marques,marks
,dépassé,outmoded
,pa,pa
,ailles,ailles
,bats,battle
,pourront,can
,clown,clown
,poubelle,garbage can
,marins,sailors
,boisson,drink
,vaincre,overcome
,combinaison,combination
,demandait,asked
,testament,will
,sonné,sounded
,flammes,flames
,dégueulasse,disgusting
,administration,administration
,commissariat,commissioner
,envoyée,sent
,green,green
,dépose,deposit
,lâché,cowardly
,réveillée,awake
,épaules,shoulders
,jay,jay
,artistes,artists
,culotte,cheeky
,vides,empty
,er,er
,énormément,Verry much
,team,team
,quittes,quotes
,accuse,accused
,magicien,magician
,importants,important
,direz,say
,fouiller,to frisk
,paierai,pay
,écoles,schools
,cm,cm
,reverra,reverra
,articles,articles
,trône,throne
,laboratoire,laboratory
,Andrew,ANDREW
,panier,basket
,endormi,sleeping
,lave,wash
,buddy,buddy
,cuir,leather
,huh,huh
,foutus,fucked
,resterai,will remain
,cendres,ashes
,stone,stone
,environnement,environment
,rumeur,rumor
,interrompre,interrupt
,vaudrait,would be worth
,matinée,morning
,risquer,risk
,tranquilles,tranquil
,earl,EARL
,transformer,transform
,planté,plant
,costumes,costumes
,mickey,Mickey
,machin,machine
,transport,transport
,señor,señor
,indique,indicated
,citoyen,citizen
,aurions,aerion
,times,times
,viol,rape
,particulièrement,particularly
,pourrons,can
,shirt,shirt
,connards,asshole
,casino,casino
,douter,doubt
,pendre,hang
,essaierai,will try
,accomplir,accomplish
,pipi,Pee
,allumer,light up
,reviennent,come back
,certes,certainly
,dessert,dessert
,curiosité,curiousity
,fraîche,fresh
,lié,linked
,maurice,mauritius
,little,little
,disaient,said
,vodka,vodka
,pétrin,kneader
,témoignage,testimony
,déclare,declared
,scientifiques,scientific
,coco,coconut
,baissez,turn down
,Anderson,Anderson
,censés,supposed
,Kansas,Kansas
,boules,balls
,sauras,sauce
,éclair,flash
,vain,vain
,nuage,cloud
,création,creation
,anneau,ring
,fumier,manure
,rio,rio
,dose,dose
,profonde,deep
,étude,study
,atelier,workshop
,cuisiner,to cook
,vaux,vaux
,malheureuse,unhappy
,catholique,Catholic
,zoo,zoo
,précisément,precisely
,talents,talents
,activités,activities
,importantes,important
,bouteilles,bottles
,vomir,To vomit
,tonnerre,thunder
,ned,ned
,assuré,assured
,plantes,plants
,hong,hong
,destinée,destiny
,plaisanterie,joke
,circuit,circuit
,piges,pigs
,Moore,Moore
,observer,observe
,mines,mines
,peindre,to paint
,porno,porn
,comtesse,countess
,casque,helmet
,rate,missed
,coûter,cost
,chacune,each
,Jamie,Jamie
,parent,parent
,dépression,depression
,télégramme,telegram
,élu,elected
,stupides,stupid
,pensiez,think
,partant,starting
,cash,cash
,profite,take advantage of
,caution,bail
,serrer,to squeeze
,maudite,cursed
,intéresser,to interest
,écart,difference
,inquiètes,worry
,oú,Where
,évidence,evidence
,leçons,lessons
,connus,known
,etc,etc
,retiré,took of
,Greg,Greg
,rendent,make
,volontaire,voluntary
,nid,nest
,Oliver,Oliver
,he,Hey
,prêter,to lend
,nichons,tits
,capitale,capital city
,témoigner,bear witness
,équipes,teams
,égoïste,self-centered
,partent,leave
,troupe,troop
,sincèrement,truly
,regretter,to regret
,responsabilités,responsibilities
,associés,associates
,cigare,cigar
,dean,dean
,partirai,pause
,adversaire,opponent
,générale,general
,misère,misery
,vampires,vampires
,grève,strike
,Nina,Nina
,suisse,Swiss
,gâteaux,cakes
,diamant,diamond
,catastrophe,disaster
,meubles,furniture
,gus,gus
,voyages,traveling
,subir,undergo
,balade,stroll
,allah,Allah
,mêler,mingle
,signez,sign
,enveloppe,envelope
,ressenti,feeling
,führer,führer
,gras,fat
,arrêtée,arrested
,explose,explodes
,range,tidy
,interview,interview
,tombent,fall
,confier,entrust
,voile,veil
,fiches,sheet
,embête,rear
,caravane,caravan
,affection,affection
,Manhattan,Manhattan
,éléphant,elephant
,blue,Blue
,vagues,wave
,pleins,full
,fascinant,fascinating
,doutais,doubt
,effrayant,frightening
,commercial,commercial
,rapporter,report
,fonction,function
,fixe,fixed
,arrete,stopped
,pères,fathers
,circulation,circulation
,tennis,tennis
,Marc,Marc
,navrée,sorry
,civilisation,civilization
,fameux,famous
,retenu,retaining
,moutons,sheep
,draps,sheets
,servent,serve
,jouais,played
,éternelle,eternal
,couches,layers
,satellite,satellite
,ramasse,picked up
,endormir,upset
,fillette,girl
,rendra,make
,sujets,topics
,remède,remedy
,portez,wear
,enseigner,teach
,observe,observed
,ouverts,open
,vues,views
,sortait,went out
,passais,passeser
,ris,laugh
,transfert,transfer
,bidon,can
,météo,weather report
,explosé,exploded
,loyauté,loyalty
,dignité,dignity
,planche,plank
,améliorer,to improve
,hélicoptère,helicopter
,civil,civil
,liens,connections
,vif,lively
,maintenir,to keep
,Craig,Craig
,Vietnam,Vietnam
,Claude,Claude
,pacifique,peaceful
,fringues,clothes
,demie,half-term
,onze,eleven
,we,we
,mangent,eat
,connaissiez,knew
,rares,rare
,naturelle,natural
,sue,sue
,ricky,ricky
,assaut,assault
,fâchée,angry
,portent,carry
,kay,kay
,karl,karl
,pareils,same
,légal,legal
,tracy,tracy
,eus,eus
,pr,pr
,civils,civilian
,inconnue,unknown
,eva,EVA
,disparition,disappearance
,nicky,nicky
,steven,Steven
,pompe,pump
,méchante,evil
,lancement,launch
,quartiers,neighborhoods
,douceur,candy
,tendu,tense
,feuille,sheet
,stuart,stuart
,leader,leader
,pilotes,pilots
,ètait,was
,mâle,male
,tenais,held
,royale,royal
,cordes,strings
,arrivez,arrive
,bandes,bands
,promenade,walk
,magnifiques,magnificent
,emma,Emma
,wallace,Wallace
,veronica,veronica
,tv,TV
,adn,DNA
,monseigneur,My lord
,meure,dies
,airs,tune
,emmenée,brought
,actuellement,currently
,peste,plague
,Antonio,Antonio
,tragique,tragic
,médias,media
,antenne,antenna
,avertissement,Warning
,brille,shines
,Pedro,Pedro
,conflit,conflict
,pompiers,firefighters
,engin,gear
,douée,talented
,oublions,forget
,plains,plains
,systèmes,systems
,foire,fair
,Sonny,SONNY
,patiente,patient
,coincée,stuck
,canons,cannons
,partira,leave
,soutenir,to support
,beach,beach
,poussez,push
,saigne,bleeding
,toc,knock
,construction,construction
,boucher,Butcher
,missiles,missile
,compétition,competition
,buvons,let's drink
,motif,pattern
,ambassade,embassy
,warren,Warren
,régiment,regiment
,remarquer,note
,enregistré,checked in
,collins,collar
,enregistrement,registration
,doutes,doubts
,sien,his
,profit,profit
,sammy,Sammy
,audition,hearing
,lame,blade
,opportunité,opportunity
,scotch,Scotch
,imaginé,conceived
,coke,coke
,existent,exist
,budget,budget
,pearl,pearl
,basse,low
,selle,saddle
,déja,already
,historique,historical
,officiellement,officially
,effacer,wipe off
,loge,lodge
,francis,francis
,décrire,to describe
,osé,daring
,éternel,eternal
,serpents,snakes
,demanderai,call
,médicament,medication
,deviné,guess
,armées,armies
,promesses,promise
,chaînes,chains
,sentait,felt
,association,association
,viennes,come
,quai,dock
,poker,poker
,saleté,dirt
,sandy,sandy
,ã,To
,irak,Iraq
,commences,comments
,crevé,dreaded
,cuba,Cuba
,wendy,wendy
,profil,profile
,travis,travis
,tache,task
,viendront,will come
,étudie,studied
,apportez,bring
,tribu,tribe
,crié,calls out
,entraîne,entail
,héroïne,heroin
,changements,change
,joan,Joan
,correctement,correctly
,essaient,try
,mouvements,move
,atterrir,to land
,formes,shapes
,coca,Coca
,fragile,brittle
,poignée,handle
,cadre,framework
,genou,knee
,conçu,designed
,revu,saw again
,légitime,legitimate
,sauvée,saved
,déménager,to relocate
,conne,bound
,dentiste,Dentiste
,aiier,yank
,ondes,wave
,ralph,Ralph
,mené,led
,discipline,disciplined
,évacuer,clear out
,parié,pariate
,bières,beers
,arabe,Arab
,Russell,Russell
,identifié,identified
,recevez,receive
,cachée,hidden
,évite,avoid
,dormais,dreamed
,utilisez,Use
,décès,death
,guy,guy
,get,get
,demoiselle,bridesmaid
,fui,fled
,ressemblent,look alike
,misérable,wretched
,fatigue,tired
,ancêtres,ancestors
,camions,trucks
,dormez,sleep
,pan,pan
,duré,hard
,disponible,available
,vôtres,Yours
,cuit,cooked
,marchait,walked
,nage,swim
,come,comed
,suspects,suspect
,menottes,handcuffs
,nique,nick
,panneau,panel
,rit,laughter
,pognon,pognon
,illusion,illusion
,menu,menu
,Ronnie,Ronnie
,établir,establish
,mettons,put
,retrouvée,found
,sabre,saber
,André,André
,épuisé,exhausted
,restés,remains
,continues,continuous
,chanteur,singer
,kid,kid
,lola,Lola
,prés,close
,tendance,tendency
,souvient,remembrance
,enfermer,lock up
,thérapie,therapy
,vaisselle,dishes
,tournez,turn
,accorde,allowed
,chemins,paths
,troupeau,herd
,saluer,greet
,uh,uh
,Kennedy,Kennedy
,nettoie,clearay
,assiette,plate
,discuté,discussed
,touches,touches
,impact,impact
,dessins,drawings
,rompre,to break up
,suivent,follow
,sienne,his
,verrons,will see
,angoisse,anguish
,états,states
,vivons,live
,Mitchell,Mitchell
,écrasé,crushed
,tiennent,hold
,pape,Pope
,connaissons,know
,Murphy,Murphy
,Ivan,Ivan
,supposé,Assumed
,colonne,column
,assistante,assistant
,mettrai,putting
,maquillage,makeup
,ticket,ticket
,réussite,success
,quête,quest
,boxe,boxing
,proposer,to propose
,boutons,buttons
,arriverait,arrive
,assassins,murderer
,répétition,repetition
,agissait,act
,culpabilité,guilt
,pirate,pirate
,blanches,white
,brésil,Brazil
,penny,penny
,maîtres,masters
,psychiatre,psychiatrist
,miracles,miracles
,hello,Hello
,honorable,honorable
,collines,Hills
,vachement,really
,taureau,Taurus
,considère,considered
,âne,donkey
,whoa,Whoa
,comprennent,understand
,Christian,Christian
,Justin,Justin
,méthodes,methods
,canal,channel
,navette,shuttle bus
,Tyler,Tyler
,légère,mild
,sortant,outgoing
,chaussettes,socks
,revanche,revenge
,remet,remit
,mentez,lie
,bud,bud
,Abby,Abby
,poils,fur
,placer,to place
,absent,absent
,arrivais,arrived
,escaliers,stairs
,funérailles,funeral
,routine,routine
,noté,note
,prenais,tried
,conducteur,driver
,subi,undergone
,photographe,photographer
,noires,black
,marchandise,merchandise
,prendrais,would take
,émotion,emotion
,défaut,fault
,satan,Satan
,occuperai,hold
,dog,dog
,mystérieux,mysterious
,carmen,carmen
,possession,possession
,responsables,responsible
,raccroche,hung
,intentions,intentions
,minimum,minimum
,négocier,to negotiate
,janvier,January
,baraque,barrack
,batte,bat
,irlandais,Irish
,filet,net
,confortable,comfortable
,fermés,closed
,ressources,resources
,rayons,ray
,innocente,innocent
,Harvard,Hoover
,expédition,shipment
,may,may
,profession,profession
,plaira,pleara
,bêtise,stupidity
,restant,remaining
,jugé,judge
,Mitch,Mitch
,organise,organized
,rappelé,recalled
,puissante,powerful
,pertes,losses
,saurait,know
,planque,plastic
,ressentir,to feel
,grotte,cave
,gentiment,gently
,péter,to fart
,chienne,female dog
,tristesse,sadness
,héritage,heritage
,occupera,will occupy
,Benjamin,Benjamin
,Antoine,Antoine
,bloqué,blocked
,punition,punishment
,constamment,constantly
,contents,contents
,visites,visits
,infiniment,infinitely
,effectivement,effectively
,chiffre,figure
,conscient,aware
,manager,manager
,représentant,representing
,anglaise,English
,cauchemars,nightmares
,Jan,Jan
,continué,keep on going
,réduit,reduced
,gré,willful
,filmé,filmed
,stars,stars
,Owen,Owen
,embrassé,kissed
,peint,painted
,reparti,reparteant
,soie,silk
,Lloyd,Lloyd
,voisine,neighbor
,douzaine,dozen
,frankenstein,Frankenstein
,attaques,attacks
,gênant,embarrassing
,superman,superman
,arrivant,arriving
,brillante,brilliant
,atterrissage,landing
,attendra,will wait
,allure,pace
,pénible,annoying
,faibles,low
,clef,key
,Bruno,Bruno
,Christine,Christine
,Rebecca,Rebecca
,bang,bang
,pété,tough
,gardiens,guardians
,formule,formula
,soda,soda
,frites,fries
,fées,fair
,angel,Angel
,mm,mm
,aperçu,preview
,imaginais,imagine
,aussitôt,right away
,énormes,huge
,wade,wade
,choisit,chose
,montée,climb
,baignoire,bathtub
,principes,principles
,homo,homo
,marchand,trader
,cochons,pigs
,spécialiste,specialist
,repéré,spotted
,récupéré,recovered
,extra,extra
,éclate,bursts
,survivants,survivors
,auquel,wherever
,apparence,appearance
,sucer,suck
,habiter,to live in
,excité,excited
,Houston,Houston
,jules,jules
,foudre,lightning
,chasseurs,hunters
,walker,walker
,with,with
,nièce,niece
,urgences,emergency room
,mérité,deserved
,dépensé,spent
,boys,boys
,saisir,grab
,équilibre,balance
,allumé,alight
,lâches,cowardly
,bruits,noise
,protégé,protected
,résolu,resolved
,probable,likely
,poursuite,prosecution
,baker,baker
,résidence,residence
,cognac,cognac
,Clyde,Clyde
,muscles,muscle
,passées,past
,intime,respondent
,république,Republic
,serviteur,servant
,noyer,Walnut
,mortes,dead
,trompée,deceived
,morgue,morgue
,cherchons,searches
,coma,coma
,capables,capable
,berger,shepherd
,apprendra,learn
,amateur,amateur
,dises,saying
,vertu,virtue
,permets,permeats
,mafia,mafia
,engagement,commitment
,lesquelles,which
,cachette,hiding place
